date,Dengue Fever,Dengue Haemorrhagic Fever,public_holidays,school_holidays,sunshine_daily_mean,rh_monthly_min,Average.daily.rainfall,Mean.daily.tempearature,Chikungunya,Chikungunya Fever,Zika,Zika Virus Infection
2019-11-24,295,0,0,5,5.5,45,20.25,27.11,0,0,0,0
2019-12-01,280,1,0,5,4.8,47,6.2,26.87,2,0,0,0
2019-12-08,257,0,0,5,4.8,47,22.81,24.87,0,0,0,0
2019-12-15,226,0,0,5,4.8,47,6.07,26.4,1,0,0,0
2019-12-22,290,0,1,5,4.8,47,0.61,27.38,1,0,0,0
2019-12-29,302,1,1,0,4.8,47,2.53,27.02,3,0,0,0
2020-01-05,342,1,0,0,7.1,43,1.54,27.26,1,0,0,0
2020-01-12,402,2,0,0,7.1,43,4.42,27.46,1,0,0,0
2020-01-19,307,2,1,0,7.1,43,3.6,27.9,0,0,0,0
2020-01-26,370,0,1,0,7.1,43,8.76,27.44,1,0,0,0
2020-02-02,400,0,0,0,8.3,45,9.15,27.06,1,0,0,0
2020-02-09,378,2,0,0,8.3,45,1.33,27.84,2,0,0,0
2020-02-16,380,1,0,0,8.3,45,3.42,27.52,0,0,0,0
2020-02-23,373,1,0,0,8.3,45,0.15,28.21,0,0,0,0
2020-03-01,375,0,0,0,7.6,44,6.56,28.14,0,0,1,0
2020-03-08,389,0,0,0,7.6,44,0.54,28.84,0,0,0,0
2020-03-15,367,1,0,5,7.6,44,10.58,27.66,1,0,0,0
2020-03-22,377,0,0,0,7.6,44,1.61,28.98,0,0,0,0
2020-03-29,315,0,0,0,7.6,44,15.42,28.07,0,0,0,0
2020-04-05,341,2,1,0,7.1,46,2.95,28.86,0,0,0,0
2020-04-12,360,0,0,0,7.1,46,2.06,29.53,0,0,0,0
2020-04-19,399,1,0,0,7.1,46,9.74,27.61,0,0,0,0
2020-04-26,390,0,1,0,7.1,46,10.27,27.74,0,0,0,0
2020-05-03,502,5,1,0,5.7,50,9.82,29.26,0,0,0,0
2020-05-10,524,2,0,5,5.7,50,7.83,29.11,0,0,0,0
2020-05-17,618,1,0,5,5.7,50,9.37,28.4,0,0,0,0
2020-05-24,731,1,1,5,5.7,50,5.97,28.18,0,0,0,0
2020-05-31,868,0,0,0,5.7,50,9.34,28.59,0,0,0,0
2020-06-07,1151,2,0,0,4.3,53,11.87,27.84,0,0,0,0
2020-06-14,1369,2,0,0,4.3,53,19.25,26.76,0,0,0,0
2020-06-21,1460,0,0,0,4.3,53,1.5,28.85,0,0,0,0
2020-06-28,1444,4,0,0,4.3,53,4.81,28.05,0,0,0,0
2020-07-05,1665,2,0,0,5.7,53,7.51,26.93,0,0,0,0
2020-07-12,1725,4,0,0,5.7,53,6.42,28.27,0,0,0,0
2020-07-19,1791,1,0,5,5.7,53,9.98,27.11,0,0,0,0
2020-07-26,1376,2,1,0,5.7,53,1.85,28.37,0,0,0,0
2020-08-02,1667,0,0,0,6.4,41,1.19,29.27,0,0,0,0
2020-08-09,1336,3,1,0,6.4,41,15,27.29,0,0,0,0
2020-08-16,1285,2,0,0,6.4,41,4.62,27.54,0,0,0,0
2020-08-23,1153,1,0,0,6.4,41,2.38,28.28,0,0,0,0
2020-08-30,937,1,0,0,6.4,41,9.25,27.16,1,0,0,0
2020-09-06,725,0,0,5,4.8,48,15.81,26.31,1,0,0,0
2020-09-13,671,0,0,0,4.8,48,2.49,27.91,0,0,0,0
2020-09-20,590,1,0,0,4.8,48,15.54,27.39,0,0,0,0
2020-09-27,605,0,0,0,4.8,48,4.93,27.87,0,0,0,0
2020-10-04,528,1,0,0,4.3,44,5.01,27.94,0,0,0,0
2020-10-11,591,1,0,0,4.3,44,2.16,28.51,0,0,0,0
2020-10-18,563,2,0,0,4.3,44,5.31,27.84,0,0,0,0
2020-10-25,440,0,0,0,4.3,44,11.73,27.23,0,0,0,0
2020-11-01,408,0,0,0,4,49,6.67,27.18,0,0,0,0
2020-11-08,354,1,1,0,4,49,6.69,27.88,0,0,0,0
2020-11-15,258,0,0,0,4,49,12.94,26.25,0,0,0,0
2020-11-22,279,0,0,5,4,49,2.07,27.07,0,0,0,0
2020-11-29,228,0,0,5,4,49,9.52,27.15,0,0,0,0
2020-12-06,227,0,0,5,5.2,49,11.83,26.35,0,0,0,0
2020-12-13,236,0,0,5,5.2,49,4.19,26.54,0,0,0,0
2020-12-20,196,0,1,5,5.2,49,11.73,27.04,0,0,0,0
2020-12-27,193,1,1,5,5.2,49,7.96,26.79,0,0,0,0
